,jail_sentence,criminal_risk_radius,cop_catch_radius,criminal_risk_aversion,criminal_disconnectivity,Run,Centrum,Criminals in jail,Nieuw-West,Noord,Oost,Total crimes,West,Zuid,Zuidoost
46,13,4,2,126,83,46.0,0.7363750000000003,23.0,4.114449999999999,2.308425,4.0995500000000025,3763.0,1.36325,1.830875,0.5323249999999998
47,13,4,2,183,54,47.0,0.7363750000000003,23.0,4.114449999999999,2.308425,4.0995500000000025,3763.0,1.36325,1.830875,0.5323249999999998
48,9,8,8,126,54,48.0,0.6268499999999995,23.0,3.10945,2.6816250000000013,3.0448499999999994,3912.0,1.2537750000000003,3.2735999999999996,1.2885749999999996
49,3,9,6,433,33,49.0,0.6268499999999995,23.0,3.10945,2.6816250000000013,3.0448499999999994,3912.0,1.2537750000000003,3.2735999999999996,1.2885749999999996
50,19,9,6,433,33,50.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
51,3,3,6,433,33,51.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
52,3,9,4,433,33,52.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
53,3,9,6,376,33,53.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
54,3,9,6,433,4,54.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
55,19,3,4,376,4,55.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
56,4,2,1,277,90,56.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
57,15,2,1,277,90,57.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
58,4,9,1,277,90,58.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
59,4,2,2,277,90,59.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
60,4,2,1,283,90,60.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
61,4,2,1,277,73,61.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
62,15,9,2,283,73,62.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
63,14,6,6,27,40,63.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
64,5,6,6,27,40,64.0,1.6118999999999999,28.0,0.32834999999999986,0.019899999999999998,0.33829999999999993,1430.0,0.3035000000000004,2.6566500000000013,0.0
65,14,5,6,27,40,65.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
66,14,6,6,27,40,66.0,0.50745,10.0,7.4826,3.5074,4.039924999999999,5903.0,1.497525,4.756275000000001,1.3283250000000002
