,jail_sentence,criminal_risk_radius,cop_catch_radius,criminal_risk_aversion,criminal_disconnectivity,Run,Centrum,Criminals in jail,Nieuw-West,Noord,Oost,Total crimes,West,Zuid,Zuidoost
23,5,4,3,121,21,23.0,0.92045,8.0,6.228875000000001,2.994975,6.815925000000001,6615.0,1.945275000000001,4.114449999999999,1.3581749999999997
24,5,6,7,121,21,24.0,0.92045,8.0,6.228875000000001,2.994975,6.815925000000001,6615.0,1.945275000000001,4.114449999999999,1.3581749999999997
25,5,6,3,64,21,25.0,0.92045,8.0,6.228875000000001,2.994975,6.815925000000001,6615.0,1.945275000000001,4.114449999999999,1.3581749999999997
26,5,6,3,121,67,26.0,0.92045,8.0,6.228875000000001,2.994975,6.815925000000001,6615.0,1.945275000000001,4.114449999999999,1.3581749999999997
27,16,4,7,64,67,27.0,2.72645,25.0,1.8956000000000004,0.950225,1.4428250000000005,3154.0,1.1343000000000005,1.8706499999999995,0.6219250000000001
28,8,2,4,58,8,28.0,2.72645,25.0,1.8956000000000004,0.950225,1.4428250000000005,3154.0,1.1343000000000005,1.8706499999999995,0.6219250000000001
29,14,2,4,58,8,29.0,0.92045,8.0,6.228875000000001,2.994975,6.815925000000001,6615.0,1.945275000000001,4.114449999999999,1.3581749999999997
30,8,10,4,58,8,30.0,0.92045,8.0,6.228875000000001,2.994975,6.815925000000001,6615.0,1.945275000000001,4.114449999999999,1.3581749999999997
31,8,2,1,58,8,31.0,0.92045,8.0,6.228875000000001,2.994975,6.815925000000001,6615.0,1.945275000000001,4.114449999999999,1.3581749999999997
32,8,2,4,251,8,32.0,2.72645,25.0,1.8956000000000004,0.950225,1.4428250000000005,3154.0,1.1343000000000005,1.8706499999999995,0.6219250000000001
33,8,2,4,58,29,33.0,2.72645,25.0,1.8956000000000004,0.950225,1.4428250000000005,3154.0,1.1343000000000005,1.8706499999999995,0.6219250000000001
34,14,10,1,251,29,34.0,2.72645,25.0,1.8956000000000004,0.950225,1.4428250000000005,3154.0,1.1343000000000005,1.8706499999999995,0.6219250000000001
35,18,7,8,308,58,35.0,0.417925,28.0,4.124400000000003,2.378075,2.5969999999999978,3624.0,1.3731500000000003,2.51245,0.8855749999999999
36,4,7,8,308,58,36.0,0.417925,28.0,4.124400000000003,2.378075,2.5969999999999978,3624.0,1.3731500000000003,2.51245,0.8855749999999999
37,18,5,8,308,58,37.0,0.572125,29.0,2.7761750000000003,0.676625,2.0397749999999992,2603.0,0.7363,2.0198749999999994,0.8308249999999999
38,18,7,6,308,58,38.0,3.2488750000000004,13.0,3.4478250000000004,3.19895,5.8607249999999995,6220.0,2.4476999999999993,2.4974749999999997,1.2188999999999997
39,18,7,8,1,58,39.0,2.154225000000002,37.0,0.38805000000000006,0.06467500000000005,0.8856250000000003,2061.0,0.7860750000000002,2.3531999999999993,0.08457500000000005
40,18,7,8,308,79,40.0,0.8358,27.0,4.000025,2.4427499999999993,3.3284,3896.0,1.18905,0.7860749999999997,1.18905
41,4,5,6,1,79,41.0,2.154225000000002,37.0,0.38805000000000006,0.06467500000000005,0.8856250000000003,2061.0,0.7860750000000002,2.3531999999999993,0.08457500000000005
42,13,4,2,183,83,42.0,0.8358,27.0,4.000025,2.4427499999999993,3.3284,3896.0,1.18905,0.7860749999999997,1.18905
43,9,4,2,183,83,43.0,0.8358,27.0,4.000025,2.4427499999999993,3.3284,3896.0,1.18905,0.7860749999999997,1.18905
44,13,8,2,183,83,44.0,0.8358,27.0,4.000025,2.4427499999999993,3.3284,3896.0,1.18905,0.7860749999999997,1.18905
45,13,4,8,183,83,45.0,0.8358,27.0,4.000025,2.4427499999999993,3.3284,3896.0,1.18905,0.7860749999999997,1.18905
46,13,4,2,126,83,46.0,0.8358,27.0,4.000025,2.4427499999999993,3.3284,3896.0,1.18905,0.7860749999999997,1.18905
47,13,4,2,183,54,47.0,0.8358,27.0,4.000025,2.4427499999999993,3.3284,3896.0,1.18905,0.7860749999999997,1.18905
48,9,8,8,126,54,48.0,0.417925,28.0,4.124400000000003,2.378075,2.5969999999999978,3624.0,1.3731500000000003,2.51245,0.8855749999999999
49,3,9,6,433,33,49.0,0.417925,28.0,4.124400000000003,2.378075,2.5969999999999978,3624.0,1.3731500000000003,2.51245,0.8855749999999999
50,19,9,6,433,33,50.0,0.21402499999999994,2.0,7.169275,5.000025,5.383075,6986.0,2.6716000000000006,4.432724999999996,1.0298249999999998
51,3,3,6,433,33,51.0,0.21402499999999994,2.0,7.169275,5.000025,5.383075,6986.0,2.6716000000000006,4.432724999999996,1.0298249999999998
52,3,9,4,433,33,52.0,0.21402499999999994,2.0,7.169275,5.000025,5.383075,6986.0,2.6716000000000006,4.432724999999996,1.0298249999999998
